,Label,Checkpoint,OriginalLoss,AblatedLoss
463,L5N1225,90,3.036238126158714,3.0367467498779295
464,L5N750,90,3.036238126158714,3.0363656771183014
465,L3N1542,90,3.036238126158714,3.0369175374507904
466,L5N592,90,3.036238126158714,3.036390469074249
467,L5N1638,90,3.036238126158714,3.0362944227457045
468,L5N1272,90,3.036238126158714,3.038577687740326
469,L5N1331,90,3.036238126158714,3.0363837617635725
470,L5N322,90,3.036238126158714,3.036308061480522
471,L4N482,90,3.036238126158714,3.0511597806215285
472,L4N1970,90,3.036238126158714,3.0360931807756426
473,L5N725,90,3.036238126158714,3.036216239333153
474,L4N1271,90,3.036238126158714,3.039535636305809
475,L5N264,90,3.036238126158714,3.038465569615364
476,L5N1541,90,3.036238126158714,3.0363036209344862
477,L5N432,90,3.036238126158714,3.0367304748296737
478,L4N768,90,3.036238126158714,3.0371715134382247
479,L5N1369,90,3.036238126158714,3.0361031955480575
480,L4N257,90,3.036238126158714,3.0383243441581724
481,L5N1453,90,3.036238126158714,3.037252249121666
482,L5N226,90,3.036238126158714,3.0365872460603716
483,L5N1199,90,3.036238126158714,3.0372378605604173
484,L5N1693,90,3.036238126158714,3.0417100095748903
485,L5N1212,90,3.036238126158714,3.0363688308000563
486,L4N571,90,3.036238126158714,3.036231010556221
487,L4N2014,90,3.036238126158714,3.035943105220795
488,L5N1787,90,3.036238126158714,3.036860622763634
489,L5N742,90,3.036238126158714,3.036239224076271
490,L4N189,90,3.036238126158714,3.036329228281975
491,L5N943,90,3.036238126158714,3.0372756296396255
492,L3N60,90,3.036238126158714,3.036883443593979
493,L5N1086,90,3.036238126158714,3.0370608586072922
494,L4N851,90,3.036238126158714,3.0402033615112303
495,L4N779,90,3.036238126158714,3.037120134830475
496,L5N1465,90,3.036238126158714,3.0369010949134827
497,L5N1436,90,3.036238126158714,3.037186312675476
498,L5N823,90,3.036238126158714,3.039005636572838
499,L5N938,90,3.036238126158714,3.036539685130119
500,L5N395,100,3.046180256009102,3.1261267119646075
501,L3N669,100,3.046180256009102,3.3714793944358825
502,L4N1276,100,3.046180256009102,3.0470153868198393
503,L5N1655,100,3.046180256009102,3.0462097406387327
504,L5N953,100,3.046180256009102,3.051919713020325
505,L5N444,100,3.046180256009102,3.0550332790613175
506,L4N45,100,3.046180256009102,3.0536636686325074
507,L5N389,100,3.046180256009102,3.052228627204895
508,L5N1599,100,3.046180256009102,3.0476273399591447
509,L5N1336,100,3.046180256009102,3.0600590324401855
510,L5N1712,100,3.046180256009102,3.0467080199718475
511,L5N148,100,3.046180256009102,3.0462374728918076
512,L5N1848,100,3.046180256009102,3.0478292858600615
513,L5N1225,100,3.046180256009102,3.0483234512805937
514,L5N750,100,3.046180256009102,3.0469507694244387
515,L3N1542,100,3.046180256009102,3.0468428164720534
516,L5N592,100,3.046180256009102,3.0464258486032487
517,L5N1638,100,3.046180256009102,3.0462852638959883
518,L5N1272,100,3.046180256009102,3.0489890146255494
519,L5N1331,100,3.046180256009102,3.046370158791542
520,L5N322,100,3.046180256009102,3.0461092698574066
521,L4N482,100,3.046180256009102,3.068388538956642
522,L4N1970,100,3.046180256009102,3.0461388367414473
523,L5N725,100,3.046180256009102,3.046236596703529
524,L4N1271,100,3.046180256009102,3.050913879275322
525,L5N264,100,3.046180256009102,3.0484632867574692
526,L5N1541,100,3.046180256009102,3.046141418814659
527,L5N432,100,3.046180256009102,3.0462288212776185
528,L4N768,100,3.046180256009102,3.046627077460289
529,L5N1369,100,3.046180256009102,3.046005147695541
530,L4N257,100,3.046180256009102,3.0483285576105117
531,L5N1453,100,3.046180256009102,3.047057391405106
532,L5N226,100,3.046180256009102,3.0465149027109146
533,L5N1199,100,3.046180256009102,3.0481019365787505
534,L5N1693,100,3.046180256009102,3.048106362819672
535,L5N1212,100,3.046180256009102,3.0461572265625
536,L4N571,100,3.046180256009102,3.0461708438396453
537,L4N2014,100,3.046180256009102,3.04595857322216
538,L5N1787,100,3.046180256009102,3.0468846130371094
539,L5N742,100,3.046180256009102,3.046195213794708
540,L4N189,100,3.046180256009102,3.0460992509126665
541,L5N943,100,3.046180256009102,3.0475345236063003
542,L3N60,100,3.046180256009102,3.0488842582702635
543,L5N1086,100,3.046180256009102,3.0468252265453337
