"Name","State","Notes","User","Tags","Created","Runtime","Sweep","act","batch_size","beta1","beta2","buffer_batches","buffer_mult","buffer_size","d_mlp","data_paths","expansion_factor","l1_coeff","layer","lr","model","model_batch_size","num_eval_batches","num_eval_tokens","num_training_tokens","seed","seq_len","use_wandb","wd","avg_directions","batch","bias_mean","bias_std","dead_directions","epoch","l1_loss","l2_loss","long term dead directions","loss"
"dreadful-cauldron-10","finished","-","lovisheindrich","","2023-10-31T13:49:05.000Z","1006","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.00015","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","45.60546875","4881","-0.029957566410303116","0.00782990362495184","0","0","14.842530250549316","34.35276794433594","0","49.19529724121094"
"costumed-goblin-9","finished","-","lovisheindrich","","2023-10-31T13:25:15.000Z","1001","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.001","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","2.349365234375","4881","-0.0533280186355114","0.0032072369940578938","0","0","21.70500946044922","149.24412536621094","0","170.94912719726562"
"bewitched-skeleton-8","finished","-","lovisheindrich","","2023-10-31T13:08:23.000Z","1003","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.0004","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","9.88232421875","4881","-0.04528668522834778","0.004469424020498991","0","0","23.11853408813477","68.5807876586914","0","91.69932556152344"
"strange-horseman-7","finished","-","lovisheindrich","","2023-10-31T12:51:29.000Z","1005","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.0003","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","15.923828125","4881","-0.041634246706962585","0.004801012109965086","0","0","20.73969459533691","53.38127136230469","0","74.12096405029297"
"eerie-seance-6","finished","-","lovisheindrich","","2023-10-31T12:34:34.000Z","1006","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.0002","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","29.89404296875","4881","-0.035165589302778244","0.00669108098372817","0","0","17.11467742919922","40.16127014160156","0","57.27594757080078"
"ritualistic-witch-5","finished","-","lovisheindrich","","2023-10-31T12:14:27.000Z","1003","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.0005","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","6.62939453125","4881","-0.0473468080163002","0.0047915116883814335","0","0","24.304107666015625","85.16053009033203","0","109.46463775634766"
"haunted-orb-4","finished","-","lovisheindrich","","2023-10-31T11:52:13.000Z","1324","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.0001","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","88.22607421875","4881","-0.02321816049516201","0.007511653006076813","0","0","12.360321998596191","28.462413787841797","0","40.82273483276367"
"tricky-wendigo-3","finished","-","lovisheindrich","","2023-10-31T11:35:12.000Z","1012","","mlp.hook_post","4096","0.9","0.99","4096","128","524288","4096","[""/workspace/tinystories/data.hf""]","4","0.00005","0","0.0001","tiny-stories-2L-33M","512","24","100000","20000000","47","128","true","0.01","398.5166015625","4881","-0.016953900456428528","0.007408817298710346","0","0","10.903714179992676","20.535297393798828","0","31.439010620117188"
