FirstToken,Checkpoint,GermanLogprob,EnglishLogprob,GermanLogprobAblated,EnglishLogprobAblated
323,29,-1.5503708124160767,-9.853971481323242,-1.6805223226547241,-8.688594818115234
359,29,-4.3213324546813965,-13.708707809448242,-4.947729110717773,-13.412558555603027
367,29,-1.7315088510513306,-6.889122009277344,-1.7731914520263672,-6.580381870269775
417,29,-0.11953730136156082,-13.1558837890625,-0.17771968245506287,-12.002577781677246
430,29,-2.6429686546325684,-10.669516563415527,-2.6929333209991455,-10.35624885559082
990,29,-4.476630210876465,-13.46251106262207,-4.5747199058532715,-12.203508377075195
479,29,-2.472172975540161,-14.429461479187012,-2.521467924118042,-13.775885581970215
512,30,-2.5813937187194824,-12.197284698486328,-2.808833599090576,-10.846822738647461
8215,30,-3.5322446823120117,-6.26673698425293,-3.743199348449707,-5.875810623168945
4151,30,-2.258025884628296,-14.767243385314941,-1.8646900653839111,-14.421540260314941
67,30,-6.5420355796813965,-13.68337631225586,-6.840108394622803,-13.471579551696777
77,30,-7.342277526855469,-9.091676712036133,-7.371753215789795,-9.717527389526367
588,30,-2.0459837913513184,-5.696548938751221,-2.0410094261169434,-4.957245826721191
594,30,-2.8362138271331787,-9.64212703704834,-2.751380443572998,-9.290071487426758
4200,30,-1.859580636024475,-9.669075965881348,-2.1405463218688965,-9.045605659484863
659,30,-3.7572789192199707,-5.755458831787109,-3.5467424392700195,-6.173939228057861
717,30,-6.319606781005859,-16.600770950317383,-6.446586608886719,-16.39400291442871
246,30,-1.9986191987991333,-10.394184112548828,-2.2099454402923584,-9.91959285736084
6398,30,-2.3701369762420654,-8.20822811126709,-2.591477870941162,-8.073598861694336
271,30,-3.671043634414673,-14.206335067749023,-3.5638890266418457,-14.017248153686523
275,30,-2.142585039138794,-7.427131652832031,-2.33249831199646,-6.698864459991455
285,30,-3.6887712478637695,-11.263697624206543,-3.2045352458953857,-10.935333251953125
287,30,-3.9932713508605957,-10.834818840026855,-4.264730453491211,-10.701630592346191
309,30,-3.756800651550293,-11.093974113464355,-3.527524948120117,-10.242398262023926
311,30,-3.442545175552368,-15.394436836242676,-3.6599090099334717,-15.064340591430664
312,30,-6.5527215003967285,-14.902400016784668,-7.017811298370361,-14.278212547302246
320,30,-3.021799325942993,-13.11166000366211,-3.4258105754852295,-12.294657707214355
322,30,-4.634533882141113,-5.270925045013428,-4.91823673248291,-5.267523288726807
323,30,-1.8662227392196655,-9.450216293334961,-1.8539425134658813,-8.48641300201416
359,30,-3.912801742553711,-13.603644371032715,-4.19256591796875,-13.011697769165039
367,30,-1.4704632759094238,-5.402961254119873,-1.5073915719985962,-5.0501532554626465
417,30,-0.5258963704109192,-11.78586196899414,-0.6395502090454102,-10.799125671386719
430,30,-2.5307610034942627,-11.051129341125488,-2.497833013534546,-10.544015884399414
990,30,-3.780179977416992,-11.296606063842773,-3.9550230503082275,-10.218461990356445
479,30,-2.747011661529541,-13.030905723571777,-2.549410581588745,-12.234088897705078
512,31,-1.6765496730804443,-12.664595603942871,-1.815675139427185,-11.157737731933594
8215,31,-3.1493444442749023,-6.20354700088501,-3.3672587871551514,-5.760684490203857
4151,31,-1.0391939878463745,-15.660110473632812,-0.8603045344352722,-15.193636894226074
67,31,-6.2014923095703125,-13.51387882232666,-6.633438587188721,-13.263837814331055
77,31,-7.007912635803223,-8.390847206115723,-7.057502269744873,-9.321454048156738
588,31,-1.2515785694122314,-6.507939338684082,-1.4188613891601562,-5.544051170349121
594,31,-1.9593108892440796,-8.921724319458008,-1.9074827432632446,-8.487846374511719
4200,31,-2.544691801071167,-10.797800064086914,-2.982819080352783,-9.745720863342285
659,31,-2.490588665008545,-5.825304985046387,-2.4939534664154053,-6.02484655380249
717,31,-5.790154457092285,-17.326261520385742,-5.881613731384277,-16.894084930419922
246,31,-2.5149779319763184,-10.700539588928223,-2.898221254348755,-10.177384376525879
6398,31,-2.244715929031372,-8.826416015625,-2.435375213623047,-8.617423057556152
271,31,-3.65307354927063,-13.894268035888672,-3.684715509414673,-13.573670387268066
275,31,-2.077974557876587,-7.234126567840576,-2.2758302688598633,-6.37661600112915
285,31,-3.7213919162750244,-13.038626670837402,-3.26739239692688,-12.265822410583496
287,31,-3.7273802757263184,-9.517901420593262,-4.283043384552002,-9.468801498413086
309,31,-3.0331077575683594,-10.701345443725586,-2.9681334495544434,-9.802085876464844
311,31,-3.1166045665740967,-16.615951538085938,-3.6646549701690674,-15.99818229675293
312,31,-5.209680080413818,-16.823087692260742,-5.63055419921875,-16.267547607421875
320,31,-2.9207732677459717,-13.013991355895996,-3.2420144081115723,-12.257306098937988
322,31,-5.28520393371582,-6.621501445770264,-5.565754413604736,-6.618144989013672
323,31,-1.6628632545471191,-8.921095848083496,-1.7435674667358398,-7.762803554534912
359,31,-4.564186096191406,-13.18704891204834,-4.93203067779541,-12.583271980285645
367,31,-2.049774169921875,-6.268511772155762,-2.047564744949341,-5.610476016998291
417,31,-0.609004020690918,-11.187357902526855,-0.803413450717926,-9.813592910766602
430,31,-2.13303542137146,-10.022825241088867,-2.2382664680480957,-9.65807819366455
990,31,-3.528799295425415,-12.719022750854492,-3.608943462371826,-11.423941612243652
479,31,-2.8151886463165283,-14.580117225646973,-2.7597856521606445,-13.73086929321289
512,32,-2.2518978118896484,-11.399283409118652,-2.1652703285217285,-9.88641357421875
8215,32,-3.243772268295288,-6.521580696105957,-3.4848601818084717,-5.977568626403809
4151,32,-2.793426513671875,-14.601823806762695,-2.441422700881958,-13.906487464904785
67,32,-7.369554042816162,-13.082198143005371,-7.772161483764648,-12.943632125854492
77,32,-7.548478603363037,-7.063414573669434,-7.220584392547607,-7.971506118774414
588,32,-2.810744047164917,-5.719308853149414,-2.7921910285949707,-4.9841461181640625
594,32,-2.676823377609253,-8.97196102142334,-2.5998260974884033,-8.474696159362793
4200,32,-3.378080368041992,-10.962077140808105,-3.66324520111084,-10.077507019042969
659,32,-3.761672019958496,-6.761481761932373,-3.7286412715911865,-7.076761245727539
717,32,-5.668632507324219,-15.765669822692871,-5.697343826293945,-15.313608169555664
246,32,-1.9717042446136475,-10.177839279174805,-2.2927348613739014,-9.839608192443848
6398,32,-2.455009698867798,-8.335306167602539,-2.6375131607055664,-8.14211368560791
271,32,-4.076675891876221,-13.97133731842041,-3.982637882232666,-13.611368179321289
275,32,-2.116877317428589,-7.764073371887207,-2.392423629760742,-6.814863204956055
285,32,-2.3753764629364014,-11.019057273864746,-2.064321756362915,-10.49825382232666
287,32,-5.601689338684082,-8.747119903564453,-6.094465255737305,-8.715335845947266
309,32,-1.8781555891036987,-10.833776473999023,-1.8955167531967163,-9.884723663330078
311,32,-2.3576865196228027,-14.96834659576416,-2.7298882007598877,-14.579345703125
312,32,-5.973530292510986,-15.50727367401123,-6.440207481384277,-14.923105239868164
320,32,-3.1640336513519287,-13.008955955505371,-3.776664972305298,-12.24383544921875
322,32,-4.00792121887207,-5.772685527801514,-4.366342544555664,-5.804346561431885
323,32,-2.6206042766571045,-9.192719459533691,-2.680130958557129,-8.084028244018555
359,32,-4.198249340057373,-12.492305755615234,-4.540408134460449,-11.968021392822266
367,32,-2.2491815090179443,-6.8279547691345215,-2.2303075790405273,-6.563066482543945
417,32,-1.2352811098098755,-10.343698501586914,-1.465971827507019,-9.15086555480957
430,32,-3.21187686920166,-10.604494094848633,-3.0411314964294434,-10.209757804870605
990,32,-3.3938021659851074,-12.004793167114258,-3.5578625202178955,-10.717455863952637
479,32,-2.7415895462036133,-13.846137046813965,-2.66972279548645,-12.944807052612305
512,33,-2.441502094268799,-11.171375274658203,-2.5932891368865967,-9.378222465515137
8215,33,-3.7823126316070557,-6.401191234588623,-4.020156383514404,-5.8538641929626465
4151,33,-2.2494211196899414,-15.101393699645996,-2.0072014331817627,-14.55391788482666
67,33,-6.855366230010986,-13.67989444732666,-7.19368314743042,-13.394254684448242
77,33,-7.73021936416626,-9.135903358459473,-7.905141353607178,-10.12560749053955
588,33,-3.3393969535827637,-5.943150520324707,-3.609873056411743,-4.960537433624268
594,33,-2.586554527282715,-8.262042999267578,-2.4967873096466064,-7.607832908630371
4200,33,-2.644859552383423,-11.913087844848633,-2.9090967178344727,-10.826457023620605
659,33,-2.6145970821380615,-6.511176586151123,-2.595367908477783,-6.570037841796875
717,33,-5.680384159088135,-17.215980529785156,-5.713559627532959,-16.873693466186523
246,33,-1.853829026222229,-11.174237251281738,-2.172569513320923,-10.72658920288086
6398,33,-2.432497501373291,-8.541343688964844,-2.611604928970337,-8.35865592956543
271,33,-3.5604944229125977,-13.534513473510742,-3.436229705810547,-12.950095176696777
275,33,-2.606549024581909,-6.5662055015563965,-2.9392735958099365,-5.584734916687012
285,33,-2.196357488632202,-12.009653091430664,-1.9348891973495483,-11.267096519470215
287,33,-5.215814113616943,-9.5352783203125,-5.718898773193359,-9.404178619384766
309,33,-2.693981885910034,-10.171731948852539,-2.7422215938568115,-9.278244018554688
311,33,-2.827765941619873,-16.974788665771484,-3.2877418994903564,-16.358667373657227
312,33,-6.915037631988525,-16.32561683654785,-7.41129732131958,-15.754313468933105
320,33,-2.8157801628112793,-12.948664665222168,-3.3061532974243164,-12.060129165649414
322,33,-4.197765827178955,-5.163992881774902,-4.514335632324219,-5.390662670135498
323,33,-1.915311574935913,-7.729029178619385,-2.2715210914611816,-6.23351526260376
359,33,-4.750197410583496,-12.375027656555176,-4.939553737640381,-11.870458602905273
367,33,-1.352386713027954,-6.368369102478027,-1.4474579095840454,-5.7041916847229
417,33,-0.31917476654052734,-11.650651931762695,-0.47471246123313904,-9.964187622070312
430,33,-2.3336334228515625,-11.974292755126953,-2.2684426307678223,-11.358198165893555
990,33,-3.4865670204162598,-12.524820327758789,-3.627995014190674,-11.316576957702637
479,33,-3.338351249694824,-14.081737518310547,-3.3041203022003174,-12.929905891418457
512,34,-1.645202398300171,-12.092193603515625,-1.7163774967193604,-10.251404762268066
8215,34,-3.5418717861175537,-6.340895652770996,-3.910151958465576,-5.751924991607666
4151,34,-2.3356823921203613,-14.581454277038574,-2.154121160507202,-13.958039283752441
67,34,-6.100688934326172,-13.1519136428833,-6.373119831085205,-12.90160846710205
77,34,-7.383752346038818,-8.322266578674316,-7.38861608505249,-9.27372932434082
588,34,-1.8043618202209473,-6.725708961486816,-2.2369518280029297,-5.588231086730957
594,34,-2.1340885162353516,-8.90828800201416,-2.046602964401245,-8.355568885803223
4200,34,-2.2650084495544434,-9.418338775634766,-2.5843236446380615,-8.3575439453125
659,34,-3.2807915210723877,-7.077927589416504,-3.2195146083831787,-7.472279071807861
717,34,-6.345970153808594,-14.57699203491211,-6.3711466789245605,-14.143217086791992
246,34,-1.7544132471084595,-10.276578903198242,-2.0624992847442627,-9.900891304016113
6398,34,-2.447887420654297,-8.531794548034668,-2.7923784255981445,-8.350455284118652
271,34,-3.914541006088257,-13.75534725189209,-3.9841601848602295,-13.203563690185547
275,34,-2.505056381225586,-7.1431708335876465,-2.87599515914917,-6.132315158843994
285,34,-2.263333797454834,-12.85230827331543,-1.8630684614181519,-11.972407341003418
287,34,-4.396286964416504,-8.983147621154785,-4.930743217468262,-8.891910552978516
309,34,-2.8634636402130127,-10.497712135314941,-3.089794635772705,-9.553854942321777
311,34,-3.2018532752990723,-15.22251033782959,-3.6537253856658936,-14.942763328552246
312,34,-5.584531307220459,-15.40182113647461,-6.227332592010498,-15.013415336608887
320,34,-3.2764642238616943,-13.590102195739746,-3.9221737384796143,-12.798029899597168
322,34,-4.412179946899414,-5.294368267059326,-4.7445855140686035,-5.4461774826049805
323,34,-1.8518195152282715,-9.002918243408203,-2.1616463661193848,-7.34653902053833
359,34,-4.3408427238464355,-13.169245719909668,-4.468996047973633,-12.582953453063965
367,34,-1.475390911102295,-6.655962944030762,-1.6384050846099854,-5.98169469833374
417,34,-0.4787101745605469,-12.146306037902832,-0.6109936237335205,-10.544878005981445
430,34,-2.570744037628174,-11.214805603027344,-2.4928085803985596,-10.920649528503418
990,34,-3.43131422996521,-14.292826652526855,-3.595695734024048,-12.819528579711914
479,34,-2.961308479309082,-14.604021072387695,-3.0515856742858887,-13.446127891540527
512,35,-1.9112993478775024,-10.776440620422363,-2.029017925262451,-9.040236473083496
8215,35,-3.9791207313537598,-5.974206447601318,-4.376375198364258,-5.402359485626221
4151,35,-1.5898388624191284,-14.939061164855957,-1.5340840816497803,-14.487646102905273
67,35,-6.47758674621582,-12.184754371643066,-6.420768737792969,-12.081372261047363
77,35,-7.35482931137085,-7.883314609527588,-7.31119966506958,-9.080286026000977
588,35,-2.2954623699188232,-6.631374359130859,-2.2455077171325684,-5.7391180992126465
594,35,-2.1308882236480713,-8.210741996765137,-2.0511107444763184,-7.485888481140137
4200,35,-2.2841684818267822,-11.861886024475098,-2.658215045928955,-10.435726165771484
659,35,-2.0729289054870605,-5.89994478225708,-2.0127511024475098,-6.104368209838867
717,35,-5.267129898071289,-16.80571937561035,-5.09421968460083,-16.245254516601562
246,35,-2.4071555137634277,-10.2568359375,-2.7974812984466553,-9.920533180236816
6398,35,-2.899667263031006,-8.293642044067383,-3.177302598953247,-8.08544635772705
271,35,-3.4791100025177,-14.08929443359375,-3.45963191986084,-13.58084487915039
275,35,-2.3868937492370605,-7.291844844818115,-2.904719591140747,-6.08635950088501
285,35,-2.4286773204803467,-11.177779197692871,-1.961076259613037,-10.559389114379883
287,35,-4.0267014503479,-7.362425327301025,-4.386507034301758,-7.448837757110596
309,35,-3.225864887237549,-11.128239631652832,-3.4523441791534424,-10.26620101928711
311,35,-3.5050442218780518,-15.702730178833008,-3.950693368911743,-15.112780570983887
312,35,-5.115944862365723,-14.96630573272705,-5.5761871337890625,-14.340761184692383
320,35,-3.185587167739868,-12.506025314331055,-3.8930306434631348,-11.802939414978027
322,35,-3.9342284202575684,-6.245777606964111,-4.238616943359375,-6.376358985900879
323,35,-2.163918972015381,-8.369649887084961,-2.295598268508911,-6.696285247802734
359,35,-5.31336784362793,-12.680753707885742,-5.531540393829346,-12.126850128173828
367,35,-1.52468740940094,-6.586874008178711,-1.7285035848617554,-5.664731979370117
417,35,-0.5992785096168518,-11.43569278717041,-0.8662643432617188,-9.68499755859375
430,35,-2.6723175048828125,-9.662811279296875,-2.576582670211792,-9.373517990112305
990,35,-3.709754228591919,-12.52354907989502,-3.733860492706299,-11.073408126831055
479,35,-3.5830540657043457,-12.843161582946777,-3.598858594894409,-11.545915603637695
512,36,-1.3914130926132202,-11.393555641174316,-1.4351176023483276,-9.212531089782715
8215,36,-3.5661308765411377,-6.3740081787109375,-3.981846570968628,-5.737890720367432
4151,36,-2.410780191421509,-16.953502655029297,-2.2154407501220703,-16.096694946289062
67,36,-6.684548377990723,-11.936257362365723,-6.872054100036621,-11.585390090942383
77,36,-7.309329032897949,-9.759268760681152,-7.341986656188965,-10.918876647949219
588,36,-2.727189302444458,-6.465780258178711,-2.7846014499664307,-5.344615459442139
594,36,-2.1423866748809814,-7.796899795532227,-1.8734910488128662,-7.080612659454346
4200,36,-2.495126247406006,-13.355414390563965,-2.907501220703125,-12.07247257232666
659,36,-2.82902455329895,-6.52510404586792,-2.9258689880371094,-6.553921222686768
717,36,-6.134407043457031,-16.733091354370117,-6.032328128814697,-16.514558792114258
246,36,-2.2259490489959717,-9.857155799865723,-2.5167300701141357,-9.411466598510742
6398,36,-2.3732221126556396,-7.978417873382568,-2.7166430950164795,-7.695154666900635
271,36,-3.616022825241089,-14.021723747253418,-3.6694109439849854,-13.12081241607666
275,36,-2.0802900791168213,-6.842015266418457,-2.725494384765625,-5.379357814788818
285,36,-3.0154998302459717,-11.71624755859375,-2.3087241649627686,-10.676066398620605
287,36,-4.630957126617432,-7.454616069793701,-5.303266525268555,-7.398298263549805
309,36,-2.5512824058532715,-11.558629035949707,-2.7118937969207764,-10.39696979522705
311,36,-3.349640369415283,-16.239593505859375,-3.836034059524536,-15.492610931396484
312,36,-5.840943336486816,-16.25997543334961,-6.516198635101318,-15.92098617553711
320,36,-3.1682727336883545,-12.791613578796387,-3.987858772277832,-11.66433048248291
322,36,-3.963491201400757,-5.651637554168701,-4.387614727020264,-5.752039432525635
323,36,-1.62153160572052,-7.764309406280518,-1.9501307010650635,-5.81777811050415
359,36,-4.682096004486084,-13.525288581848145,-4.972415447235107,-12.78656005859375
367,36,-1.5297701358795166,-6.022099018096924,-1.7366430759429932,-5.41290807723999
417,36,-0.8645517826080322,-11.206957817077637,-1.1392980813980103,-9.441411972045898
430,36,-2.385629653930664,-11.562758445739746,-2.1258959770202637,-10.917798042297363
990,36,-3.789815664291382,-12.531403541564941,-3.887779712677002,-10.656633377075195
479,36,-2.883850574493408,-13.63268756866455,-2.8424627780914307,-12.341415405273438
512,37,-2.069567918777466,-11.386838912963867,-2.150524139404297,-9.469588279724121
8215,37,-3.5842931270599365,-6.923562049865723,-3.959873676300049,-6.163469314575195
4151,37,-2.7546563148498535,-16.370214462280273,-2.386410713195801,-15.265009880065918
67,37,-6.37803316116333,-12.21359634399414,-6.49995231628418,-11.814566612243652
77,37,-7.128628253936768,-8.983870506286621,-7.097944259643555,-9.86372184753418
588,37,-1.5218725204467773,-7.202220916748047,-1.8156498670578003,-6.070428371429443
594,37,-2.690690517425537,-8.760470390319824,-2.638542413711548,-7.9782562255859375
4200,37,-2.9579265117645264,-11.905458450317383,-3.040680408477783,-10.231290817260742
659,37,-2.3483967781066895,-6.398018836975098,-2.352123737335205,-6.367208003997803
717,37,-5.289437294006348,-17.594268798828125,-5.205569744110107,-16.928157806396484
246,37,-1.5473313331604004,-10.424369812011719,-1.977966547012329,-9.653120040893555
6398,37,-2.6222801208496094,-7.792691707611084,-2.8621292114257812,-7.5563812255859375
271,37,-3.6516294479370117,-14.25306224822998,-3.8762829303741455,-13.566110610961914
275,37,-1.8955330848693848,-7.410905361175537,-2.3420557975769043,-5.8374176025390625
285,37,-2.8428447246551514,-11.921125411987305,-2.189826011657715,-10.871408462524414
287,37,-4.185007095336914,-8.29959774017334,-4.905183792114258,-8.177042007446289
309,37,-2.4266417026519775,-11.953266143798828,-2.6194839477539062,-10.704476356506348
311,37,-3.3535845279693604,-18.945945739746094,-3.9178428649902344,-18.082069396972656
312,37,-5.352604866027832,-16.15346336364746,-6.020826816558838,-15.459208488464355
320,37,-3.1128270626068115,-12.010712623596191,-3.9713289737701416,-10.939459800720215
322,37,-3.3495471477508545,-5.268625259399414,-3.6514415740966797,-5.338104724884033
323,37,-2.474494218826294,-8.304443359375,-2.9186761379241943,-6.4244208335876465
359,37,-3.498854875564575,-12.7324800491333,-3.7246601581573486,-11.883243560791016
367,37,-1.7402514219284058,-6.52631950378418,-1.9097492694854736,-5.408538818359375
417,37,-0.35973861813545227,-13.720781326293945,-0.4684194028377533,-11.539042472839355
430,37,-3.2538466453552246,-11.035748481750488,-3.1011877059936523,-10.301065444946289
990,37,-3.6689541339874268,-12.966323852539062,-3.5249571800231934,-11.329991340637207
479,37,-2.267429828643799,-13.72264575958252,-2.6179466247558594,-12.074689865112305
512,38,-1.8910002708435059,-10.843706130981445,-2.0610804557800293,-8.67736530303955
8215,38,-3.029789924621582,-6.073256492614746,-3.2966837882995605,-5.3620195388793945
4151,38,-1.7661083936691284,-15.460494995117188,-1.7095366716384888,-14.844955444335938
67,38,-6.3833136558532715,-14.10142993927002,-6.603446960449219,-13.491525650024414
77,38,-7.075298309326172,-8.35817813873291,-7.208088397979736,-9.704861640930176
588,38,-3.0178701877593994,-6.035010814666748,-3.4461207389831543,-4.94529390335083
594,38,-1.988539695739746,-8.957199096679688,-1.9357616901397705,-7.973355770111084
4200,38,-1.426699161529541,-12.956807136535645,-1.83975088596344,-11.640460968017578
659,38,-3.466548442840576,-6.932321548461914,-3.5221660137176514,-6.806215763092041
717,38,-5.211325645446777,-16.663633346557617,-5.051662921905518,-16.212982177734375
246,38,-2.9535229206085205,-9.8477144241333,-3.250075101852417,-9.358785629272461
6398,38,-2.528797149658203,-8.246174812316895,-2.783956289291382,-8.019930839538574
271,38,-3.3845741748809814,-13.945165634155273,-3.5009961128234863,-13.364002227783203
275,38,-2.067521095275879,-7.193897724151611,-2.6986241340637207,-5.8740973472595215
285,38,-2.172241449356079,-11.720629692077637,-1.6563177108764648,-11.055974006652832
287,38,-3.9798953533172607,-9.28145694732666,-4.620612621307373,-9.067404747009277
309,38,-3.2242696285247803,-10.617283821105957,-3.614840269088745,-9.6087064743042
311,38,-4.252134799957275,-15.455060958862305,-4.75002908706665,-14.612049102783203
312,38,-5.799210548400879,-15.932065963745117,-6.635636329650879,-15.18791675567627
320,38,-3.240285873413086,-11.453164100646973,-3.881359100341797,-10.328958511352539
322,38,-4.072898864746094,-5.388807773590088,-4.5038886070251465,-5.457505226135254
323,38,-1.6792832612991333,-7.7833571434021,-2.1857264041900635,-5.88188362121582
359,38,-4.691569805145264,-13.412044525146484,-5.028831481933594,-12.782567977905273
367,38,-2.0851683616638184,-6.700869560241699,-2.1457812786102295,-5.893701076507568
417,38,-1.2739394903182983,-12.644109725952148,-1.423527479171753,-10.84283447265625
430,38,-2.297523021697998,-10.396485328674316,-2.1796212196350098,-9.694374084472656
990,38,-3.923027753829956,-11.089394569396973,-3.9212498664855957,-9.613659858703613
479,38,-3.109445095062256,-13.605910301208496,-3.040771484375,-12.353957176208496
512,39,-2.6293458938598633,-10.963461875915527,-2.7014856338500977,-8.48208999633789
8215,39,-3.014986753463745,-5.6301140785217285,-3.38696551322937,-5.029209136962891
4151,39,-1.2414427995681763,-15.115829467773438,-1.122255802154541,-14.62433910369873
67,39,-6.064792156219482,-13.068129539489746,-6.293320178985596,-12.549689292907715
77,39,-8.161417961120605,-10.021452903747559,-8.455639839172363,-11.07016658782959
588,39,-2.4611968994140625,-6.1081414222717285,-2.7830810546875,-4.765788555145264
594,39,-2.15811824798584,-7.642714500427246,-1.92853844165802,-6.79120397567749
4200,39,-2.616377592086792,-9.664224624633789,-3.224782943725586,-8.427203178405762
659,39,-1.884212851524353,-7.230095863342285,-1.7638812065124512,-7.047430992126465
717,39,-6.699114799499512,-15.850130081176758,-6.50189208984375,-15.815966606140137
246,39,-1.6109048128128052,-10.24831485748291,-1.9580413103103638,-9.525336265563965
6398,39,-2.7268741130828857,-7.957888126373291,-2.998051643371582,-7.693037509918213
271,39,-3.1783134937286377,-13.007665634155273,-3.4047820568084717,-12.167302131652832
275,39,-2.3316774368286133,-7.043949604034424,-3.0486881732940674,-5.662397861480713
285,39,-2.923842191696167,-10.343798637390137,-2.4447455406188965,-9.169820785522461
287,39,-4.58258581161499,-8.450983047485352,-5.190403461456299,-8.339277267456055
309,39,-3.356757640838623,-11.130803108215332,-3.7966363430023193,-10.022367477416992
311,39,-4.127403736114502,-16.191287994384766,-4.76176643371582,-14.967479705810547
312,39,-5.02073335647583,-16.085346221923828,-5.891303539276123,-15.428046226501465
320,39,-2.334716796875,-12.251813888549805,-3.151031732559204,-10.661870002746582
322,39,-3.265227794647217,-6.557986736297607,-3.548807382583618,-6.602712154388428
323,39,-1.2341920137405396,-8.67049789428711,-1.7507994174957275,-6.174644470214844
359,39,-5.1382646560668945,-13.189851760864258,-5.286453723907471,-12.399660110473633
367,39,-1.304931640625,-6.577569007873535,-1.5443490743637085,-5.557131290435791
417,39,-0.4787750244140625,-11.853813171386719,-0.645871102809906,-9.505926132202148
430,39,-2.6867456436157227,-10.245759010314941,-2.4351696968078613,-9.680338859558105
990,39,-2.6494808197021484,-12.179147720336914,-2.6203837394714355,-10.501025199890137
479,39,-3.0093278884887695,-14.054113388061523,-3.2545924186706543,-12.52292251586914
512,40,-2.341792345046997,-9.946569442749023,-2.5592939853668213,-8.018142700195312
8215,40,-2.500596046447754,-6.291896820068359,-2.9905202388763428,-5.723525047302246
4151,40,-1.4016796350479126,-16.42123794555664,-1.0848912000656128,-15.336325645446777
67,40,-6.421600818634033,-14.031254768371582,-6.150358200073242,-13.70098876953125
77,40,-6.539155006408691,-9.837892532348633,-6.680699825286865,-11.00728702545166
588,40,-3.190805673599243,-5.945828914642334,-3.476952075958252,-4.997050762176514
594,40,-2.172138214111328,-8.39033031463623,-1.9687094688415527,-7.556288719177246
4200,40,-1.547985315322876,-11.123339653015137,-1.7592169046401978,-9.887198448181152
659,40,-2.0951662063598633,-7.217685222625732,-1.8924803733825684,-6.796576976776123
717,40,-4.439916133880615,-15.567206382751465,-4.176119804382324,-15.115900993347168
246,40,-1.0900752544403076,-10.441664695739746,-1.5446385145187378,-9.617840766906738
6398,40,-2.2955830097198486,-8.174147605895996,-2.6402194499969482,-8.0090913772583
271,40,-3.393449306488037,-13.29149055480957,-3.714428663253784,-12.485580444335938
275,40,-1.673492431640625,-7.232156753540039,-2.262399435043335,-5.814935684204102
285,40,-1.2450578212738037,-13.022354125976562,-1.040558099746704,-11.95583724975586
287,40,-4.2092204093933105,-7.625170707702637,-4.847632884979248,-7.399996280670166
309,40,-3.081453800201416,-11.270710945129395,-3.4284636974334717,-10.068286895751953
311,40,-4.878853797912598,-15.248502731323242,-5.351743221282959,-14.212604522705078
312,40,-5.94516658782959,-16.67754554748535,-6.68395471572876,-15.85659408569336
320,40,-3.207951068878174,-10.436368942260742,-4.183527946472168,-9.434003829956055
322,40,-3.436422109603882,-6.546001434326172,-3.840585470199585,-6.542191028594971
323,40,-2.3312175273895264,-7.201564788818359,-2.8368687629699707,-5.680158615112305
359,40,-3.9006762504577637,-13.512958526611328,-4.227994441986084,-12.673185348510742
367,40,-1.5467082262039185,-7.160422325134277,-1.7573519945144653,-6.042662620544434
417,40,-0.3804495930671692,-14.583457946777344,-0.5866985321044922,-12.103127479553223
430,40,-2.848032236099243,-11.362431526184082,-2.6150472164154053,-10.640493392944336
990,40,-4.823858737945557,-11.131392478942871,-4.4959564208984375,-9.4422025680542
479,40,-3.0944652557373047,-14.098158836364746,-3.1628007888793945,-12.411039352416992
512,41,-2.668933391571045,-9.549263000488281,-2.7190074920654297,-6.959432125091553
8215,41,-2.956453800201416,-6.091307640075684,-3.4422106742858887,-5.449199676513672
4151,41,-1.7805815935134888,-15.279572486877441,-1.6642314195632935,-14.550922393798828
67,41,-6.634753227233887,-13.871795654296875,-6.34227180480957,-13.300516128540039
77,41,-7.397868633270264,-8.922860145568848,-7.551141262054443,-10.064261436462402
588,41,-2.7147481441497803,-6.459263801574707,-3.135338068008423,-5.331169128417969
594,41,-2.669306516647339,-8.2236328125,-2.4899933338165283,-7.255098819732666
4200,41,-2.7625999450683594,-11.119169235229492,-3.1574199199676514,-9.799453735351562
659,41,-2.3246982097625732,-6.98565149307251,-2.2578511238098145,-6.765457630157471
717,41,-5.095232963562012,-15.688224792480469,-4.898190975189209,-15.360143661499023
246,41,-2.1489641666412354,-10.15655517578125,-2.5235681533813477,-9.791754722595215
6398,41,-2.6526079177856445,-7.857664585113525,-2.935567855834961,-7.57780122756958
271,41,-3.536604166030884,-13.354025840759277,-3.768583059310913,-11.971036911010742
275,41,-2.214451313018799,-6.759166240692139,-2.790354013442993,-5.215932369232178
285,41,-2.622227191925049,-10.078771591186523,-2.388230562210083,-8.508865356445312
287,41,-4.728456974029541,-9.434992790222168,-5.413912773132324,-9.303418159484863
309,41,-2.5093917846679688,-11.32878589630127,-2.9050307273864746,-10.136873245239258
311,41,-4.253800392150879,-15.6549072265625,-4.808509826660156,-14.69724178314209
312,41,-4.84216833114624,-16.417634963989258,-5.837620258331299,-15.64438533782959
320,41,-2.5183184146881104,-10.847923278808594,-3.2836554050445557,-9.740510940551758
322,41,-3.9246134757995605,-6.22338342666626,-4.344641208648682,-6.3590989112854
323,41,-1.6359506845474243,-7.16409969329834,-2.297821044921875,-5.224928379058838
359,41,-5.722959995269775,-12.38079833984375,-5.776709079742432,-11.377094268798828
367,41,-1.6771918535232544,-6.161343097686768,-2.0495500564575195,-5.14192533493042
